name,number,ad_id
Pharmacie,15,ad_1204
Bar,14,ad_1283
Restaurant,43,ad_1283
Monument historique,6,ad_1283
Théâtre,4,ad_1283
"Parc, Jardin et Square",1,ad_1283
Terrain et Salle de sport,10,ad_1283
Banque,8,ad_1283
Boucherie,7,ad_1283
Boulangerie,9,ad_1283
Bureau de poste,3,ad_1283
Marché de quartier,2,ad_1283
Presse et Tabac,5,ad_1283
Supérette,9,ad_1283
Supermarché et Hypermarché,12,ad_1283
Collège,7,ad_1283
Ecole maternelle,5,ad_1283
Ecole primaire,11,ad_1283
Enseignement supérieur,2,ad_1283
Lycée,7,ad_1283
Crèche,13,ad_1283
Ludothèque,1,ad_1283
Autolib',5,ad_1283
Location de vélo,8,ad_1283
Vélib',8,ad_1283
Hôpital,1,ad_1283
Médecin généraliste,32,ad_1283
Médecin spécialiste,41,ad_1283
Pharmacie,14,ad_1283
Bar,18,ad_2101
Restaurant,49,ad_2101
Monument historique,4,ad_2101
"Parc, Jardin et Square",3,ad_2101
Terrain et Salle de sport,8,ad_2101
Banque,7,ad_2101
Boucherie,5,ad_2101
Boulangerie,14,ad_2101
Bureau de poste,2,ad_2101
Marché de quartier,1,ad_2101
Presse et Tabac,2,ad_2101
Supérette,8,ad_2101
Supermarché et Hypermarché,13,ad_2101
Ecole maternelle,2,ad_2101
Ecole primaire,5,ad_2101
Enseignement supérieur,6,ad_2101
Crèche,6,ad_2101
Autolib',3,ad_2101
Location de vélo,6,ad_2101
Parking,1,ad_2101
Station de taxi,2,ad_2101
Vélib',9,ad_2101
Médecin généraliste,23,ad_2101
Médecin spécialiste,49,ad_2101
Pharmacie,15,ad_2101
Bar,15,ad_1740
Restaurant,52,ad_1740
Monument historique,5,ad_1740
Théâtre,6,ad_1740
"Parc, Jardin et Square",3,ad_1740
Terrain et Salle de sport,11,ad_1740
Banque,4,ad_1740
Boucherie,4,ad_1740
Boulangerie,8,ad_1740
Bureau de poste,2,ad_1740
Presse et Tabac,4,ad_1740
Supérette,6,ad_1740
Supermarché et Hypermarché,10,ad_1740
Collège,2,ad_1740
Ecole maternelle,5,ad_1740
Ecole primaire,4,ad_1740
Enseignement supérieur,6,ad_1740
Lycée,4,ad_1740
Crèche,8,ad_1740
Autolib',4,ad_1740
Location de vélo,7,ad_1740
Station de taxi,2,ad_1740
Vélib',8,ad_1740
Médecin généraliste,38,ad_1740
Médecin spécialiste,50,ad_1740
Pharmacie,18,ad_1740
Bar,5,ad_1217
Restaurant,24,ad_1217
Monument historique,3,ad_1217
Théâtre,1,ad_1217
"Parc, Jardin et Square",6,ad_1217
Salle de musculation / cardiotraining,1,ad_1217
Terrain et Salle de sport,6,ad_1217
Banque,10,ad_1217
Boucherie,3,ad_1217
Boulangerie,9,ad_1217
Bureau de poste,1,ad_1217
Marché de quartier,1,ad_1217
Presse et Tabac,1,ad_1217
Supérette,9,ad_1217
Supermarché et Hypermarché,13,ad_1217
Collège,1,ad_1217
Ecole maternelle,3,ad_1217
Ecole primaire,2,ad_1217
Enseignement supérieur,2,ad_1217
Lycée,3,ad_1217
Crèche,8,ad_1217
Autolib',3,ad_1217
Location de vélo,5,ad_1217
Vélib',7,ad_1217
Médecin généraliste,23,ad_1217
Médecin spécialiste,24,ad_1217
Pharmacie,9,ad_1217
Bar,13,ad_1777
Restaurant,32,ad_1777
Théâtre,3,ad_1777
Cinéma,1,ad_1777
"Parc, Jardin et Square",3,ad_1777
Terrain et Salle de sport,15,ad_1777
Banque,12,ad_1777
Boucherie,5,ad_1777
Boulangerie,16,ad_1777
Bureau de poste,3,ad_1777
Marché de quartier,2,ad_1777
Presse et Tabac,2,ad_1777
Supérette,5,ad_1777
Supermarché et Hypermarché,12,ad_1777
Collège,8,ad_1777
Ecole maternelle,6,ad_1777
Ecole primaire,10,ad_1777
Lycée,4,ad_1777
Crèche,12,ad_1777
Ludothèque,2,ad_1777
Autolib',9,ad_1777
Location de vélo,12,ad_1777
Station de taxi,3,ad_1777
Station service,8,ad_1777
Vélib',15,ad_1777
Hôpital,1,ad_1777
Médecin généraliste,33,ad_1777
Médecin spécialiste,40,ad_1777
Pharmacie,13,ad_1777
Bar,16,ad_59
Restaurant,57,ad_59
Monument historique,15,ad_59
Théâtre,2,ad_59
"Parc, Jardin et Square",36,ad_59
Terrain et Salle de sport,6,ad_59
Banque,18,ad_59
Boucherie,6,ad_59
Boulangerie,12,ad_59
Bureau de poste,4,ad_59
Marché de quartier,1,ad_59
Presse et Tabac,8,ad_59
Supérette,2,ad_59
Supermarché et Hypermarché,6,ad_59
Collège,2,ad_59
Ecole maternelle,3,ad_59
Ecole primaire,8,ad_59
Enseignement supérieur,3,ad_59
Lycée,2,ad_59
Crèche,4,ad_59
Autolib',11,ad_59
Location de vélo,6,ad_59
Parking,3,ad_59
Station de taxi,12,ad_59
Station service,3,ad_59
Vélib',10,ad_59
Médecin généraliste,75,ad_59
Médecin spécialiste,210,ad_59
Pharmacie,20,ad_59
Bar,4,ad_611
Restaurant,12,ad_611
Monument historique,1,ad_611
"Parc, Jardin et Square",2,ad_611
Salle de musculation / cardiotraining,1,ad_611
Terrain et Salle de sport,4,ad_611
Banque,1,ad_611
Boulangerie,3,ad_611
Bureau de poste,1,ad_611
Presse et Tabac,1,ad_611
Supérette,2,ad_611
Supermarché et Hypermarché,3,ad_611
Collège,3,ad_611
Ecole maternelle,1,ad_611
Ecole primaire,4,ad_611
Crèche,3,ad_611
Autolib',1,ad_611
Location de vélo,3,ad_611
Parking,1,ad_611
Vélib',3,ad_611
Médecin généraliste,3,ad_611
Médecin spécialiste,5,ad_611
Pharmacie,5,ad_611
Bar,15,ad_838
Restaurant,89,ad_838
Monument historique,20,ad_838
Théâtre,7,ad_838
Cinéma,1,ad_838
"Parc, Jardin et Square",6,ad_838
Terrain et Salle de sport,4,ad_838
Banque,4,ad_838
Boucherie,6,ad_838
Boulangerie,11,ad_838
Bureau de poste,1,ad_838
Presse et Tabac,6,ad_838
Supérette,7,ad_838
Supermarché et Hypermarché,10,ad_838
Collège,1,ad_838
Ecole maternelle,4,ad_838
Ecole primaire,5,ad_838
Enseignement supérieur,1,ad_838
Lycée,1,ad_838
Crèche,7,ad_838
Autolib',4,ad_838
Location de vélo,10,ad_838
Vélib',11,ad_838
Médecin généraliste,16,ad_838
Médecin spécialiste,12,ad_838
Pharmacie,14,ad_838
Bar,9,ad_1653
Restaurant,16,ad_1653
Monument historique,3,ad_1653
Cinéma,2,ad_1653
"Parc, Jardin et Square",3,ad_1653
Terrain et Salle de sport,4,ad_1653
Banque,10,ad_1653
Boucherie,1,ad_1653
Boulangerie,10,ad_1653
Bureau de poste,1,ad_1653
Marché de quartier,1,ad_1653
Presse et Tabac,2,ad_1653
Supérette,3,ad_1653
Supermarché et Hypermarché,4,ad_1653
Collège,2,ad_1653
Ecole maternelle,1,ad_1653
Ecole primaire,3,ad_1653
Lycée,2,ad_1653
Crèche,9,ad_1653
Autolib',5,ad_1653
Location de vélo,7,ad_1653
Parking,1,ad_1653
Station service,1,ad_1653
Vélib',5,ad_1653
Médecin généraliste,20,ad_1653
Médecin spécialiste,36,ad_1653
Pharmacie,7,ad_1653
Bar,19,ad_1237
Restaurant,35,ad_1237
Monument historique,53,ad_1237
Théâtre,1,ad_1237
"Parc, Jardin et Square",26,ad_1237
Terrain et Salle de sport,6,ad_1237
Banque,9,ad_1237
Boucherie,3,ad_1237
Boulangerie,15,ad_1237
Bureau de poste,2,ad_1237
Marché de quartier,1,ad_1237
Presse et Tabac,3,ad_1237
Supérette,4,ad_1237
Supermarché et Hypermarché,5,ad_1237
Collège,2,ad_1237
Ecole maternelle,2,ad_1237
Ecole primaire,3,ad_1237
Enseignement supérieur,1,ad_1237
Lycée,2,ad_1237
Crèche,10,ad_1237
Autolib',5,ad_1237
Location de vélo,6,ad_1237
Parking,6,ad_1237
Station de taxi,1,ad_1237
Vélib',7,ad_1237
Médecin généraliste,15,ad_1237
Médecin spécialiste,7,ad_1237
Pharmacie,6,ad_1237
Bar,6,ad_1991
Restaurant,61,ad_1991
Monument historique,6,ad_1991
Théâtre,1,ad_1991
"Parc, Jardin et Square",7,ad_1991
Salle de musculation / cardiotraining,1,ad_1991
Terrain et Salle de sport,14,ad_1991
Banque,8,ad_1991
Boucherie,5,ad_1991
Boulangerie,9,ad_1991
Bureau de poste,2,ad_1991
Marché de quartier,1,ad_1991
Presse et Tabac,3,ad_1991
Supérette,6,ad_1991
Supermarché et Hypermarché,10,ad_1991
Collège,1,ad_1991
Ecole maternelle,3,ad_1991
Ecole primaire,5,ad_1991
Enseignement supérieur,7,ad_1991
Lycée,4,ad_1991
Crèche,8,ad_1991
Autolib',5,ad_1991
Location de vélo,12,ad_1991
Parking,2,ad_1991
Station service,3,ad_1991
Vélib',14,ad_1991
Médecin généraliste,29,ad_1991
Médecin spécialiste,48,ad_1991
Pharmacie,15,ad_1991
Bar,5,ad_250
Restaurant,16,ad_250
Monument historique,2,ad_250
"Parc, Jardin et Square",1,ad_250
Terrain et Salle de sport,10,ad_250
Banque,3,ad_250
Boulangerie,7,ad_250
Bureau de poste,2,ad_250
Presse et Tabac,3,ad_250
Supérette,4,ad_250
Supermarché et Hypermarché,5,ad_250
Collège,2,ad_250
Ecole maternelle,8,ad_250
Ecole primaire,7,ad_250
Lycée,1,ad_250
Crèche,8,ad_250
Autolib',5,ad_250
Location de vélo,2,ad_250
Vélib',3,ad_250
Médecin généraliste,16,ad_250
Médecin spécialiste,10,ad_250
Pharmacie,5,ad_250
Bar,10,ad_1789
Restaurant,25,ad_1789
Monument historique,1,ad_1789
Théâtre,2,ad_1789
"Parc, Jardin et Square",3,ad_1789
Terrain et Salle de sport,4,ad_1789
Banque,1,ad_1789
Boucherie,7,ad_1789
Boulangerie,9,ad_1789
Bureau de poste,2,ad_1789
Marché de quartier,1,ad_1789
Presse et Tabac,3,ad_1789
Supérette,7,ad_1789
Supermarché et Hypermarché,9,ad_1789
Collège,2,ad_1789
Ecole maternelle,6,ad_1789
Ecole primaire,6,ad_1789
Enseignement supérieur,1,ad_1789
Crèche,9,ad_1789
Ludothèque,1,ad_1789
Autolib',5,ad_1789
Location de vélo,9,ad_1789
Station de taxi,2,ad_1789
Vélib',9,ad_1789
Médecin généraliste,18,ad_1789
Médecin spécialiste,2,ad_1789
Pharmacie,16,ad_1789
Bar,11,ad_1504
Restaurant,30,ad_1504
Monument historique,66,ad_1504
Théâtre,1,ad_1504
Cinéma,4,ad_1504
"Parc, Jardin et Square",2,ad_1504
Salle de musculation / cardiotraining,1,ad_1504
Terrain et Salle de sport,5,ad_1504
Banque,4,ad_1504
Boucherie,2,ad_1504
Boulangerie,6,ad_1504
Bureau de poste,2,ad_1504
Marché de quartier,1,ad_1504
Presse et Tabac,5,ad_1504
Supérette,2,ad_1504
Supermarché et Hypermarché,1,ad_1504
Collège,2,ad_1504
Ecole primaire,1,ad_1504
Enseignement supérieur,3,ad_1504
Lycée,3,ad_1504
Crèche,5,ad_1504
Autolib',2,ad_1504
Location de vélo,4,ad_1504
Parking,3,ad_1504
Station de taxi,3,ad_1504
Vélib',4,ad_1504
Médecin généraliste,8,ad_1504
Médecin spécialiste,23,ad_1504
Pharmacie,4,ad_1504
Bar,10,ad_1634
Restaurant,41,ad_1634
Monument historique,16,ad_1634
"Parc, Jardin et Square",36,ad_1634
Salle de musculation / cardiotraining,2,ad_1634
Terrain et Salle de sport,18,ad_1634
Banque,13,ad_1634
Boucherie,6,ad_1634
Boulangerie,22,ad_1634
Bureau de poste,3,ad_1634
Marché de quartier,2,ad_1634
Presse et Tabac,9,ad_1634
Supérette,7,ad_1634
Supermarché et Hypermarché,16,ad_1634
Collège,4,ad_1634
Ecole maternelle,5,ad_1634
Ecole primaire,8,ad_1634
Enseignement supérieur,5,ad_1634
Lycée,5,ad_1634
Crèche,5,ad_1634
Autolib',8,ad_1634
Location de vélo,7,ad_1634
Parking,4,ad_1634
Station de taxi,4,ad_1634
Station service,6,ad_1634
Vélib',10,ad_1634
Médecin généraliste,38,ad_1634
Médecin spécialiste,76,ad_1634
Pharmacie,13,ad_1634
Bar,1,ad_1814
Restaurant,11,ad_1814
Monument historique,10,ad_1814
"Parc, Jardin et Square",55,ad_1814
Salle de musculation / cardiotraining,2,ad_1814
Terrain et Salle de sport,9,ad_1814
Banque,14,ad_1814
Boucherie,2,ad_1814
Boulangerie,6,ad_1814
Bureau de poste,1,ad_1814
Presse et Tabac,2,ad_1814
Supérette,3,ad_1814
Supermarché et Hypermarché,6,ad_1814
Collège,4,ad_1814
Ecole primaire,3,ad_1814
Enseignement supérieur,1,ad_1814
Lycée,4,ad_1814
Crèche,1,ad_1814
Ludothèque,1,ad_1814
Autolib',3,ad_1814
Location de vélo,8,ad_1814
Parking,2,ad_1814
Station de taxi,2,ad_1814
Station service,2,ad_1814
Vélib',8,ad_1814
Hôpital,1,ad_1814
Médecin généraliste,37,ad_1814
Médecin spécialiste,158,ad_1814
Pharmacie,8,ad_1814
Bar,5,ad_1087
Restaurant,13,ad_1087
Monument historique,18,ad_1087
Théâtre,3,ad_1087
Cinéma,2,ad_1087
"Parc, Jardin et Square",2,ad_1087
Terrain et Salle de sport,4,ad_1087
Banque,5,ad_1087
Boucherie,1,ad_1087
Boulangerie,8,ad_1087
Marché de quartier,1,ad_1087
Presse et Tabac,1,ad_1087
Supérette,2,ad_1087
Supermarché et Hypermarché,4,ad_1087
Collège,4,ad_1087
Ecole maternelle,2,ad_1087
Ecole primaire,3,ad_1087
Enseignement supérieur,13,ad_1087
Lycée,6,ad_1087
Crèche,6,ad_1087
Autolib',4,ad_1087
Location de vélo,6,ad_1087
Vélib',7,ad_1087
Médecin généraliste,11,ad_1087
Médecin spécialiste,27,ad_1087
Pharmacie,5,ad_1087
Bar,23,ad_1233
Restaurant,57,ad_1233
Monument historique,16,ad_1233
Théâtre,3,ad_1233
Cinéma,3,ad_1233
"Parc, Jardin et Square",4,ad_1233
Terrain et Salle de sport,19,ad_1233
Banque,9,ad_1233
Boucherie,1,ad_1233
Boulangerie,9,ad_1233
Bureau de poste,3,ad_1233
Presse et Tabac,4,ad_1233
Supérette,8,ad_1233
Supermarché et Hypermarché,20,ad_1233
Collège,2,ad_1233
Ecole maternelle,5,ad_1233
Ecole primaire,6,ad_1233
Enseignement supérieur,9,ad_1233
Lycée,3,ad_1233
Crèche,7,ad_1233
Autolib',8,ad_1233
Location de vélo,8,ad_1233
Parking,1,ad_1233
Station service,1,ad_1233
Vélib',10,ad_1233
Médecin généraliste,27,ad_1233
Médecin spécialiste,38,ad_1233
Pharmacie,15,ad_1233
Bar,5,ad_1611
Restaurant,16,ad_1611
Monument historique,2,ad_1611
"Parc, Jardin et Square",1,ad_1611
Terrain et Salle de sport,10,ad_1611
Banque,3,ad_1611
Boulangerie,7,ad_1611
Bureau de poste,2,ad_1611
Presse et Tabac,3,ad_1611
Supérette,4,ad_1611
Supermarché et Hypermarché,5,ad_1611
Collège,2,ad_1611
Ecole maternelle,8,ad_1611
Ecole primaire,7,ad_1611
Lycée,1,ad_1611
Crèche,8,ad_1611
Autolib',5,ad_1611
Location de vélo,2,ad_1611
Vélib',3,ad_1611
Médecin généraliste,16,ad_1611
Médecin spécialiste,10,ad_1611
Pharmacie,5,ad_1611
Bar,11,ad_2048
Restaurant,62,ad_2048
Monument historique,21,ad_2048
Théâtre,3,ad_2048
Cinéma,4,ad_2048
"Parc, Jardin et Square",15,ad_2048
Terrain et Salle de sport,5,ad_2048
Banque,9,ad_2048
Bureau de poste,1,ad_2048
Presse et Tabac,9,ad_2048
Supérette,2,ad_2048
Supermarché et Hypermarché,4,ad_2048
Collège,2,ad_2048
Ecole primaire,2,ad_2048
Enseignement supérieur,6,ad_2048
Lycée,4,ad_2048
Crèche,2,ad_2048
Autolib',5,ad_2048
Location de vélo,14,ad_2048
Parking,8,ad_2048
Station de taxi,7,ad_2048
Station service,3,ad_2048
Vélib',15,ad_2048
Médecin généraliste,27,ad_2048
Médecin spécialiste,66,ad_2048
Pharmacie,7,ad_2048
Bar,27,ad_1925
Restaurant,42,ad_1925
Monument historique,107,ad_1925
Théâtre,4,ad_1925
Cinéma,1,ad_1925
"Parc, Jardin et Square",11,ad_1925
Terrain et Salle de sport,3,ad_1925
Banque,3,ad_1925
Boucherie,1,ad_1925
Boulangerie,7,ad_1925
Bureau de poste,2,ad_1925
Presse et Tabac,3,ad_1925
Supérette,5,ad_1925
Supermarché et Hypermarché,8,ad_1925
Collège,1,ad_1925
Ecole primaire,3,ad_1925
Enseignement supérieur,1,ad_1925
Lycée,2,ad_1925
Autolib',1,ad_1925
Location de vélo,4,ad_1925
Parking,4,ad_1925
Vélib',5,ad_1925
Médecin généraliste,11,ad_1925
Médecin spécialiste,3,ad_1925
Pharmacie,6,ad_1925
Bar,3,ad_1874
Restaurant,26,ad_1874
Théâtre,3,ad_1874
Cinéma,1,ad_1874
"Parc, Jardin et Square",5,ad_1874
Terrain et Salle de sport,21,ad_1874
Banque,14,ad_1874
Boucherie,3,ad_1874
Boulangerie,8,ad_1874
Bureau de poste,2,ad_1874
Presse et Tabac,3,ad_1874
Supérette,13,ad_1874
Supermarché et Hypermarché,12,ad_1874
Collège,3,ad_1874
Ecole maternelle,4,ad_1874
Ecole primaire,9,ad_1874
Lycée,5,ad_1874
Crèche,9,ad_1874
Autolib',6,ad_1874
Location de vélo,14,ad_1874
Parking,2,ad_1874
Vélib',13,ad_1874
Médecin généraliste,22,ad_1874
Médecin spécialiste,20,ad_1874
Pharmacie,10,ad_1874
Bar,5,ad_223
Restaurant,24,ad_223
Monument historique,3,ad_223
Théâtre,1,ad_223
"Parc, Jardin et Square",6,ad_223
Salle de musculation / cardiotraining,1,ad_223
Terrain et Salle de sport,6,ad_223
Banque,10,ad_223
Boucherie,3,ad_223
Boulangerie,9,ad_223
Bureau de poste,1,ad_223
Marché de quartier,1,ad_223
Presse et Tabac,1,ad_223
Supérette,9,ad_223
Supermarché et Hypermarché,13,ad_223
Collège,1,ad_223
Ecole maternelle,3,ad_223
Ecole primaire,2,ad_223
Enseignement supérieur,2,ad_223
Lycée,3,ad_223
Crèche,8,ad_223
Autolib',3,ad_223
Location de vélo,5,ad_223
Vélib',7,ad_223
Médecin généraliste,23,ad_223
Médecin spécialiste,24,ad_223
Pharmacie,9,ad_223
Bar,2,ad_1437
Restaurant,21,ad_1437
Monument historique,2,ad_1437
"Parc, Jardin et Square",3,ad_1437
Terrain et Salle de sport,3,ad_1437
Banque,6,ad_1437
Boucherie,5,ad_1437
Boulangerie,10,ad_1437
Presse et Tabac,1,ad_1437
Supérette,6,ad_1437
Supermarché et Hypermarché,12,ad_1437
Collège,2,ad_1437
Ecole primaire,3,ad_1437
Enseignement supérieur,4,ad_1437
Lycée,2,ad_1437
Crèche,1,ad_1437
Autolib',3,ad_1437
Location de vélo,5,ad_1437
Vélib',5,ad_1437
Médecin généraliste,28,ad_1437
Médecin spécialiste,11,ad_1437
Pharmacie,7,ad_1437
Bar,15,ad_1395
Restaurant,64,ad_1395
Monument historique,3,ad_1395
Théâtre,1,ad_1395
"Parc, Jardin et Square",3,ad_1395
Terrain et Salle de sport,8,ad_1395
Banque,4,ad_1395
Boucherie,8,ad_1395
Boulangerie,23,ad_1395
Bureau de poste,3,ad_1395
Marché de quartier,2,ad_1395
Presse et Tabac,2,ad_1395
Supérette,12,ad_1395
Supermarché et Hypermarché,18,ad_1395
Collège,3,ad_1395
Ecole maternelle,7,ad_1395
Ecole primaire,9,ad_1395
Enseignement supérieur,2,ad_1395
Lycée,1,ad_1395
Crèche,12,ad_1395
Autolib',7,ad_1395
Location de vélo,14,ad_1395
Parking,1,ad_1395
Station de taxi,2,ad_1395
Vélib',13,ad_1395
Médecin généraliste,43,ad_1395
Médecin spécialiste,27,ad_1395
Pharmacie,20,ad_1395
Bar,8,ad_543
Restaurant,26,ad_543
Monument historique,15,ad_543
"Parc, Jardin et Square",35,ad_543
Terrain et Salle de sport,9,ad_543
Banque,7,ad_543
Boucherie,5,ad_543
Boulangerie,14,ad_543
Bureau de poste,2,ad_543
Marché de quartier,2,ad_543
Presse et Tabac,2,ad_543
Supérette,8,ad_543
Supermarché et Hypermarché,11,ad_543
Collège,1,ad_543
Ecole maternelle,4,ad_543
Ecole primaire,4,ad_543
Lycée,2,ad_543
Crèche,12,ad_543
Autolib',5,ad_543
Location de vélo,10,ad_543
Station de taxi,4,ad_543
Vélib',11,ad_543
Médecin généraliste,31,ad_543
Médecin spécialiste,42,ad_543
Pharmacie,11,ad_543
Bar,3,ad_1620
Restaurant,35,ad_1620
Monument historique,3,ad_1620
"Parc, Jardin et Square",10,ad_1620
Terrain et Salle de sport,6,ad_1620
Banque,6,ad_1620
Boucherie,3,ad_1620
Boulangerie,9,ad_1620
Bureau de poste,2,ad_1620
Marché de quartier,1,ad_1620
Presse et Tabac,2,ad_1620
Supérette,7,ad_1620
Supermarché et Hypermarché,11,ad_1620
Collège,3,ad_1620
Ecole maternelle,6,ad_1620
Ecole primaire,6,ad_1620
Enseignement supérieur,2,ad_1620
Lycée,2,ad_1620
Crèche,9,ad_1620
Autolib',6,ad_1620
Gare ferroviaire,1,ad_1620
Location de vélo,11,ad_1620
Parking,2,ad_1620
Station service,2,ad_1620
Vélib',11,ad_1620
Médecin généraliste,19,ad_1620
Médecin spécialiste,50,ad_1620
Pharmacie,7,ad_1620
Bar,3,ad_1431
Restaurant,26,ad_1431
Théâtre,3,ad_1431
Cinéma,1,ad_1431
"Parc, Jardin et Square",5,ad_1431
Terrain et Salle de sport,21,ad_1431
Banque,14,ad_1431
Boucherie,3,ad_1431
Boulangerie,8,ad_1431
Bureau de poste,2,ad_1431
Presse et Tabac,3,ad_1431
Supérette,13,ad_1431
Supermarché et Hypermarché,12,ad_1431
Collège,3,ad_1431
Ecole maternelle,4,ad_1431
Ecole primaire,9,ad_1431
Lycée,5,ad_1431
Crèche,9,ad_1431
Autolib',6,ad_1431
Location de vélo,14,ad_1431
Parking,2,ad_1431
Vélib',13,ad_1431
Médecin généraliste,22,ad_1431
Médecin spécialiste,20,ad_1431
Pharmacie,10,ad_1431
Bar,15,ad_326
Restaurant,89,ad_326
Monument historique,20,ad_326
Théâtre,7,ad_326
Cinéma,1,ad_326
"Parc, Jardin et Square",6,ad_326
Terrain et Salle de sport,4,ad_326
Banque,4,ad_326
Boucherie,6,ad_326
Boulangerie,11,ad_326
Bureau de poste,1,ad_326
Presse et Tabac,6,ad_326
Supérette,7,ad_326
Supermarché et Hypermarché,10,ad_326
Collège,1,ad_326
Ecole maternelle,4,ad_326
Ecole primaire,5,ad_326
Enseignement supérieur,1,ad_326
Lycée,1,ad_326
Crèche,7,ad_326
Autolib',4,ad_326
Location de vélo,10,ad_326
Vélib',11,ad_326
Médecin généraliste,16,ad_326
Médecin spécialiste,12,ad_326
Pharmacie,14,ad_326
Bar,4,ad_1689
Restaurant,54,ad_1689
Monument historique,5,ad_1689
Théâtre,1,ad_1689
"Parc, Jardin et Square",2,ad_1689
Terrain et Salle de sport,4,ad_1689
Banque,11,ad_1689
Boucherie,6,ad_1689
Boulangerie,9,ad_1689
Bureau de poste,2,ad_1689
Marché de quartier,1,ad_1689
Presse et Tabac,9,ad_1689
Supérette,6,ad_1689
Supermarché et Hypermarché,9,ad_1689
Collège,2,ad_1689
Ecole maternelle,1,ad_1689
Ecole primaire,2,ad_1689
Enseignement supérieur,1,ad_1689
Lycée,4,ad_1689
Crèche,2,ad_1689
Autolib',6,ad_1689
Location de vélo,9,ad_1689
Parking,2,ad_1689
Station de taxi,3,ad_1689
Station service,2,ad_1689
Vélib',9,ad_1689
Médecin généraliste,75,ad_1689
Médecin spécialiste,152,ad_1689
Pharmacie,17,ad_1689
Bar,5,ad_1610
Restaurant,16,ad_1610
Monument historique,2,ad_1610
"Parc, Jardin et Square",1,ad_1610
Terrain et Salle de sport,10,ad_1610
Banque,3,ad_1610
Boulangerie,7,ad_1610
Bureau de poste,2,ad_1610
Presse et Tabac,3,ad_1610
Supérette,4,ad_1610
Supermarché et Hypermarché,5,ad_1610
Collège,2,ad_1610
Ecole maternelle,8,ad_1610
Ecole primaire,7,ad_1610
Lycée,1,ad_1610
Crèche,8,ad_1610
Autolib',5,ad_1610
Location de vélo,2,ad_1610
Vélib',3,ad_1610
Médecin généraliste,16,ad_1610
Médecin spécialiste,10,ad_1610
Pharmacie,5,ad_1610
Bar,3,ad_694
Restaurant,26,ad_694
Théâtre,3,ad_694
Cinéma,1,ad_694
"Parc, Jardin et Square",5,ad_694
Terrain et Salle de sport,21,ad_694
Banque,14,ad_694
Boucherie,3,ad_694
Boulangerie,8,ad_694
Bureau de poste,2,ad_694
Presse et Tabac,3,ad_694
Supérette,13,ad_694
Supermarché et Hypermarché,12,ad_694
Collège,3,ad_694
Ecole maternelle,4,ad_694
Ecole primaire,9,ad_694
Lycée,5,ad_694
Crèche,9,ad_694
Autolib',6,ad_694
Location de vélo,14,ad_694
Parking,2,ad_694
Vélib',13,ad_694
Médecin généraliste,22,ad_694
Médecin spécialiste,20,ad_694
Pharmacie,10,ad_694
Bar,15,ad_545
Restaurant,89,ad_545
Monument historique,20,ad_545
Théâtre,7,ad_545
Cinéma,1,ad_545
"Parc, Jardin et Square",6,ad_545
Terrain et Salle de sport,4,ad_545
Banque,4,ad_545
Boucherie,6,ad_545
Boulangerie,11,ad_545
Bureau de poste,1,ad_545
Presse et Tabac,6,ad_545
Supérette,7,ad_545
Supermarché et Hypermarché,10,ad_545
Collège,1,ad_545
Ecole maternelle,4,ad_545
Ecole primaire,5,ad_545
Enseignement supérieur,1,ad_545
Lycée,1,ad_545
Crèche,7,ad_545
Autolib',4,ad_545
Location de vélo,10,ad_545
Vélib',11,ad_545
Médecin généraliste,16,ad_545
Médecin spécialiste,12,ad_545
Pharmacie,14,ad_545
Bar,5,ad_859
Restaurant,38,ad_859
Monument historique,5,ad_859
Cinéma,1,ad_859
"Parc, Jardin et Square",7,ad_859
Terrain et Salle de sport,9,ad_859
Banque,4,ad_859
Boucherie,2,ad_859
Boulangerie,13,ad_859
Bureau de poste,1,ad_859
Marché de quartier,1,ad_859
Presse et Tabac,2,ad_859
Supérette,5,ad_859
Supermarché et Hypermarché,7,ad_859
Collège,4,ad_859
